"KODE","NAMA_REK","TAHUN","SKT","PREFIX"
"410203050003",Retribusi Pengendalian Lalu Lintas Penggunaan Kawasan Tertentu,2025,,
"41020306",Retribusi Perpanjangan Izin Mempekerjakan Tenaga Kerja Asing (IMTA),2025,,
"410203060001",Retribusi Pemberian Perpanjangan IMTA kepada Pemberi Kerja Tenaga Kerja Asing,2025,,
"410203080001",,2025,,
"4103",Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,2025,,
"410301",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMN,2025,LPMP,"501"
"41030101",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMN,2025,,
"410301010001",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMN,2025,,
"410302",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMD,2025,LPMD,"500"
"41030201",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMD (Lembaga Keuangan),2025,,
"410302010001",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMD (Lembaga Keuangan),2025,,
"41030202",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMD (Aneka Usaha),2025,,
"410302020001",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMD (Aneka Usaha),2025,,
"41030203",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMD (Bidang Air Minum),2025,,
"410302030001",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada Perusahaan Milik Daerah/BUMD (Bidang Air Minum),2025,,
"41030204",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMD (Bidang Limbah),2025,,
"410302040001",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMD (Bidang Limbah),2025,,
"41030205",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMD (Bidang Sanitasi),2025,,
"410302050001",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada BUMD (Bidang Sanitasi),2025,,
"410303",Bagian Laba yang dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada Perusahaan Milik Swasta,2025,LPMS,"502"
"41030301",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada Perusahaan Milik Swasta,2025,,
"410303010001",Bagian Laba yang Dibagikan kepada Pemerintah Daerah (Dividen) atas Penyertaan Modal pada Perusahaan Milik Swasta,2025,,
"4104",Lain-lain PAD yang Sah,2025,,
"410401",Hasil Penjualan BMD yang Tidak Dipisahkan,2025,PADD,"503"
"41040101",Hasil Penjualan Tanah,2025,,
"410401010001",Hasil Penjualan Tanah,2025,,
"410401010002",,2025,,
"41040102",Hasil Penjualan Peralatan dan Mesin,2025,,
"410401020001",Hasil Penjualan Alat Besar,2025,,
"410401020002",Hasil Penjualan Alat Angkutan,2025,,
"410401020003",Hasil Penjualan Alat Bengkel dan Alat Ukur,2025,,
"410401020004",Hasil Penjualan Alat Pertanian,2025,,
"410401020005",Hasil Penjualan Alat Kantor dan Rumah Tangga,2025,,
"410401020006","Hasil Penjualan Alat Studio, Komunikasi, dan Pemancar",2025,,
"410401020007",Hasil Penjualan Alat Kedokteran dan Kesehatan,2025,,
"410401020008",Hasil Penjualan Alat Laboratorium,2025,,
"410401020010",Hasil Penjualan Komputer,2025,,
"410401020011",Hasil Penjualan Alat Eksplorasi,2025,,
"410401020012",Hasil Penjualan Alat Pengeboran,2025,,
"410401020013","Hasil Penjualan Alat Produksi, Pengolahan, dan Pemurnian",2025,,
"410401020014",Hasil Penjualan Alat Bantu Eksplorasi,2025,,
"410401020015",Hasil Penjualan Alat Keselamatan Kerja,2025,,
"410401020016",Hasil Penjualan Alat Peraga,2025,,
"410401020017",Hasil Penjualan Peralatan Proses/Produksi,2025,,
"410401020018",Hasil Penjualan Rambu-rambu,2025,,
"410401020019",Hasil Penjualan Peralatan Olahraga,2025,,
"410401020055",,2025,,
"41040103",Hasil Penjualan Gedung dan Bangunan,2025,,
"410401030001",Hasil Penjualan Bangunan Gedung,2025,,
"410401030002",Hasil Penjualan Monumen,2025,,
"410401030003",Hasil Penjualan Bangunan Menara,2025,,
"410401030004",Hasil Penjualan Tugu Titik Kontrol/Pasti,2025,,
"410401030005",,2025,,
"41040104","Hasil Penjualan Jalan, Jaringan, dan Irigasi",2025,,
"410401040001",Hasil Penjualan Jalan dan Jembatan,2025,,
"410401040002",Hasil Penjualan Bangunan Air,2025,,
"410401040003",Hasil Penjualan Instalasi,2025,,
"410401040004",Hasil Penjualan Jaringan,2025,,
"410401040035",,2025,,
"41040105",Hasil Penjualan Aset Tetap Lainnya,2025,,
"410401050001",Hasil Penjualan Bahan Perpustakaan,2025,,
"410401050002",Hasil Penjualan Barang Bercorak Kesenian/Kebudayaan/Olahraga,2025,,
"410401050003",Hasil Penjualan Hewan,2025,,
"410401050004",Hasil Penjualan Biota Perairan,2025,,
"410401050005",Hasil Penjualan Tanaman,2025,,
"410401050006",Hasil Penjualan Barang Koleksi Non Budaya,2025,,
"410401050007",Hasil Penjualan Aset Tetap Dalam Renovasi,2025,,
"41040106",Hasil Penjualan Aset Lainnya,2025,,
"410401060001",Hasil Penjualan Aset Lainnya-Aset Tidak Berwujud,2025,,
"410401060002",Hasil Penjualan Aset Lainnya-Aset Lain-Lain,2025,,
"410402",Hasil Selisih Lebih Tukar Menukar BMD yang Tidak Dipisahkan,2025,HSLT,"517"
"41040201",Hasil Selisih Lebih Tukar Menukar Tanah,2025,,
"410402010001",Hasil Selisih Lebih Tukar Menukar Tanah,2025,,
"41040202",Hasil Selisih Lebih Tukar Menukar Peralatan dan Mesin,2025,,
"410402020001",Hasil Selisih Lebih Tukar Menukar Alat Besar,2025,,
"410402020002",Hasil Selisih Lebih Tukar Menukar Alat Angkutan,2025,,
"410402020003",Hasil Selisih Lebih Tukar Menukar Alat Bengkel dan Alat Ukur,2025,,
"410402020004",Hasil Selisih Lebih Tukar Menukar Alat Pertanian,2025,,
"410402020005",Hasil Selisih Lebih Tukar Menukar Alat Kantor dan Rumah Tangga,2025,,
"410402020006","Hasil Selisih Lebih Tukar Menukar Alat Studio, Komunikasi, dan Pemancar",2025,,
"410402020007",Hasil Selisih Lebih Tukar Menukar Alat Kedokteran dan Kesehatan,2025,,
"410402020008",Hasil Selisih Lebih Tukar Menukar Alat Laboratorium,2025,,
"410402020010",Hasil Selisih Lebih Tukar Menukar Komputer,2025,,
"410402020011",Hasil Selisih Lebih Tukar Menukar Alat Eksplorasi,2025,,
"410402020012",Hasil Selisih Lebih Tukar Menukar Alat Pengeboran,2025,,
"410402020013","Hasil Selisih Lebih Tukar Menukar Alat Produksi, Pengolahan, dan Pemurnian",2025,,
"410402020014",Hasil Selisih Lebih Tukar Menukar Alat Bantu Eksplorasi,2025,,
"410402020015",Hasil Selisih Lebih Tukar Menukar Alat Keselamatan Kerja,2025,,
"410402020016",Hasil Selisih Lebih Tukar Menukar Alat Peraga,2025,,
"410402020017",Hasil Selisih Lebih Tukar Menukar Peralatan Proses/Produksi,2025,,
"410402020018",Hasil Selisih Lebih Tukar Menukar Rambu- Rambu,2025,,
"410402020019",Hasil Selisih Lebih Tukar Menukar Peralatan Olahraga,2025,,
"41040203",Hasil Selisih Lebih Tukar Menukar Gedung dan Bangunan,2025,,
"410402030001",Hasil Selisih Lebih Tukar Menukar Bangunan Gedung,2025,,
"410402030002",Hasil Selisih Lebih Tukar Menukar Monumen,2025,,
"410402030003",Hasil Selisih Lebih Tukar Menukar Bangunan Menara,2025,,
"410402030004",Hasil Selisih Lebih Tukar Menukar Tugu Titik Kontrol/Pasti,2025,,
"41040204","Hasil Selisih Lebih Tukar Menukar Jalan, Jaringan, dan Irigasi",2025,,
"410402040001",Hasil Selisih Lebih Tukar Menukar Jalan dan Jembatan,2025,,
"410402040002",Hasil Selisih Lebih Tukar Menukar Bangunan Air,2025,,
"410402040003",Hasil Selisih Lebih Tukar Menukar Instalasi,2025,,
"410402040004",Hasil Selisih Lebih Tukar Menukar Jaringan,2025,,
"41040205",Hasil Selisih Lebih Tukar Menukar Aset Tetap Lainnya,2025,,
"410402050001",Hasil Selisih Lebih Tukar Menukar Bahan Perpustakaan,2025,,
"410402050002",Hasil Selisih Lebih Tukar Menukar Barang Bercorak Kesenian/Kebudayaan/Olahraga,2025,,
"410402050003",Hasil Selisih Lebih Tukar Menukar Hewan,2025,,
"410402050004",Hasil Selisih Lebih Tukar Menukar Biota Perairan,2025,,
"410402050005",Hasil Selisih Lebih Tukar Menukar Tanaman,2025,,
"410402050006",Hasil Selisih Lebih Tukar Menukar Barang Koleksi Non Budaya,2025,,
"410402050007",Hasil Selisih Lebih Tukar Menukar Aset Tetap Dalam Renovasi,2025,,
"41040206",Hasil Selisih Lebih Tukar Menukar Aset Lainnya,2025,,
"410402060001",Hasil Selisih Lebih Tukar Menukar Aset Lainnya-Aset Tidak Berwujud,2025,,
"410402060002",Hasil Selisih Lebih Tukar Menukar Aset Lainnya-Aset Lain-Lain,2025,,
"410403",Hasil Pemanfaatan BMD yang Tidak Dipisahkan,2025,HBMD,"518"
"41040301",Hasil Sewa BMD,2025,,
"410403010001",Hasil Sewa BMD,2025,,
"41040302",Hasil Kerja Sama Pemanfaatan BMD,2025,,
"410403020001",Hasil Kerja Sama Pemanfaatan BMD,2025,,
"41040303",Hasil dari Bangun Guna Serah,2025,,
"410403030001",Hasil dari Bangun Guna Serah,2025,,
"41040304",Hasil dari Bangun Serah Guna,2025,,
"410403040001",Hasil dari Bangun Serah Guna,2025,,
"41040305",Hasil dari Kerja Sama Penyediaan Infrastruktur,2025,,
"410403050001",Hasil dari Kerja Sama Penyediaan Infrastruktur,2025,,
"410404",Hasil Kerja Sama Daerah,2025,HKSD,"520"
"41040401",Hasil Kerja Sama Daerah,2025,,
"410404010001",Hasil Kerja Sama Daerah,2025,,
"410405",Jasa Giro,2025,JG,"504"
"41040501",Jasa Giro pada Kas Daerah,2025,,
"410405010001",Jasa Giro pada Kas Daerah,2025,,
"41040502",Jasa Giro pada Kas di Bendahara,2025,,
"410405020001",Jasa Giro pada Kas di Bendahara,2025,,
"41040503",Jasa Giro pada Rekening Dana Cadangan,2025,,
"410405030001",Jasa Giro pada Rekening Dana Cadangan,2025,,
"41040504",Jasa Giro pada Rekening Dana BOS,2025,,
"410405040001",Jasa Giro pada Rekening Dana BOS,2025,,
"41040505",Jasa Giro Dana Kapitasi pada FKTP,2025,,
"410405050001",Jasa Giro Dana Kapitasi pada FKTP,2025,,
"410405060001",,2025,,
"410406",Hasil Pengelolaan Dana Bergulir,2025,HPDP,"513"
"41040601",Hasil Pengelolaan Dana Bergulir,2025,,
"410406010001",Hasil Pengelolaan Dana Bergulir,2025,,
"410407",Pendapatan Bunga,2025,PB,"505"
"41040701",Pendapatan Bunga atas Penempatan Uang Pemerintah Daerah,2025,,
"410407010001",Pendapatan Bunga atas Penempatan Uang Pemerintah Daerah,2025,,
"410408",Penerimaan atas Tuntutan Ganti Kerugian Keuangan Daerah,2025,TGR,"506"
"41040801",Tuntutan Ganti Kerugian Daerah terhadap Bendahara,2025,,
"410408010001",Tuntutan Ganti Kerugian Daerah terhadap Bendahara,2025,,
"41040802",Tuntutan Ganti Kerugian Daerah terhadap Pegawai Negeri Bukan Bendahara atau Pejabat Lain,2025,,
"410408020001",Tuntutan Ganti Kerugian Daerah terhadap Pegawai Negeri Bukan Bendahara atau Pejabat Lain,2025,,
"410409","Penerimaan Komisi, Potongan, atau Bentuk Lain",2025,PKPB,"522"
"41040901","Penerimaan Komisi, Potongan, atau Bentuk Lain",2025,,
"410409010001","Penerimaan Komisi, Potongan, atau Bentuk Lain",2025,,
"410410",Penerimaan Keuntungan dari Selisih Nilai Tukar Rupiah terhadap Mata Uang Asing,2025,KPK,"507"
"41041001",Penerimaan Keuntungan dari Selisih Nilai Tukar Rupiah terhadap Mata Uang Asing,2025,,
"410410010001",Penerimaan Keuntungan dari Selisih Nilai Tukar Rupiah terhadap Mata Uang Asing,2025,,
"410411",Pendapatan Denda atas Keterlambatan Pelaksanaan Pekerjaan,2025,PDK,"508"
"41041101",Pendapatan Denda atas Keterlambatan Pelaksanaan Pekerjaan,2025,,
"410411010001",Pendapatan Denda atas Keterlambatan Pelaksanaan Pekerjaan,2025,,
"410412",Pendapatan Denda Pajak Daerah,2025,PDP,"200"
"41041201",Pendapatan Denda Pajak Kendaraan Bermotor (PKB),2025,,
"410412010001",Pendapatan Denda PKB-Mobil Penumpang- Sedan,2025,,
"410412010002",Pendapatan Denda PKB-Mobil Penumpang- Jeep,2025,,
"410412010003",Pendapatan Denda PKB-Mobil Penumpang- Minibus,2025,,
"410412010004",Pendapatan Denda PKB-Mobil Bus-Microbus,2025,,
"410412010005",Pendapatan Denda PKB-Mobil Bus-Bus,2025,,
"410412010006",Pendapatan Denda PKB-Mobil Barang/Beban-Pick Up,2025,,
"410412010007",Pendapatan Denda PKB-Mobil Barang/Beban-Light Truck,2025,,
"410412010008",Pendapatan Denda PKB-Mobil Barang/Beban-Truck,2025,,
"410412010009",Pendapatan Denda PKB-Mobil Barang/Beban-Blind Van,2025,,
"410412010010",Pendapatan Denda PKB-Sepeda Motor- Sepeda Motor Roda Dua,2025,,
"410412010011",Pendapatan Denda PKB-Sepeda Motor-Sepeda Motor Roda Tiga,2025,,
"410412010012",Pendapatan Denda PKB-Kendaraan Bermotor yang Dioperasikan di Air,2025,,
"410412010013",Pendapatan Denda PKB-Kendaraan Khusus Alat Berat/Alat Besar,2025,,
"410412010014",Pendapatan Denda PKB-Mobil Roda Tiga,2025,,
"41041202",Pendapatan Denda Bea Balik Nama Kendaraan Bermotor (BBNKB),2025,,
"410412020001",Pendapatan Denda BBNKB-Mobil Penumpang-Sedan,2025,,
"410412020002",Pendapatan Denda BBNKB-Mobil Penumpang-Jeep,2025,,
"410412020003",Pendapatan Denda BBNKB-Mobil Penumpang-Minibus,2025,,
"410412020004",Pendapatan Denda BBNKB-Mobil Bus- Microbus,2025,,
"410412020005",Pendapatan Denda BBNKB-Mobil Bus-Bus,2025,,
"410412020006",Pendapatan Denda BBNKB-Mobil Barang/Beban-Pick Up,2025,,
"410412020007",Pendapatan Denda BBNKB-Mobil Barang/Beban-Light Truck,2025,,
"410412020008",Pendapatan Denda BBNKB-Mobil Barang/Beban-Truck,2025,,
"410412020009",Pendapatan Denda BBNKB-Mobil Barang/Beban-Blind Van,2025,,
"410412020010",Pendapatan Denda BBNKB-Sepeda Motor- Sepeda Motor Roda Dua,2025,,
"410412020011",Pendapatan Denda BBNKB-Sepeda Motor- Sepeda Motor Roda Tiga,2025,,
"410412020012",Pendapatan Denda BBNKB-Kendaraan Motor yang Dioperasikan di Air,2025,,
"410412020013",Pendapatan Denda BBNKB-Kendaraan Khusus Alat Berat,2025,,
"410412020014",Pendapatan Denda BBNKB-Mobil Roda Tiga,2025,,
"41041203",Pendapatan Denda Pajak Bahan Bakar Kendaraan Bermotor (PBBKB),2025,,
"410412030001",Pendapatan Denda PPBKB-Bahan Bakar Bensin,2025,,
"410412030002",Pendapatan Denda PPBKB-Bahan Bakar Solar,2025,,
"410412030003",Pendapatan Denda PPBKB-Bahan Bakar Gas,2025,,
"410412030004",Pendapatan Denda PPBKB-Bahan Bakar Lainnya,2025,,
"41041204",Pendapatan Denda Pajak Air Permukaan,2025,,
"410412040001",Pendapatan Denda Pajak Air Permukaan,2025,,
"41041205",Pendapatan Denda Pajak Rokok,2025,,
"410412050001",Pendapatan Denda Pajak Rokok,2025,,
"41041206",Pendapatan Denda Pajak Hotel,2025,,
"410412060001",Pendapatan Denda Pajak Hotel,2025,,
"410412060002",Pendapatan Denda Pajak Motel,2025,,
"410412060003",Pendapatan Denda Pajak Losmen,2025,,
"410412060004",Pendapatan Denda Pajak Gubuk Pariwisata,2025,,
"410412060005",Pendapatan Denda Pajak Wisma Pariwisata,2025,,
"410412060006",Pendapatan Denda Pajak Pesanggrahan,2025,,
"410412060007",Pendapatan Denda Pajak Rumah Penginapan dan Sejenisnya,2025,,
"410412060008",Pendapatan Denda Pajak Rumah Kos dengan Jumlah Kamar Lebih dari 10 (Sepuluh),2025,,
"41041207",Pendapatan Denda Pajak Restoran,2025,,
"410412070001",Pendapatan Denda Pajak Restoran dan Sejenisnya,2025,,
"410412070002",Pendapatan Denda Pajak Rumah Makan dan Sejenisnya,2025,,
"410412070003",Pendapatan Denda Pajak Kafetaria dan Sejenisnya,2025,,
"410412070004",Pendapatan Denda Pajak Kantin dan Sejenisnya,2025,,
"410412070005",Pendapatan Denda Pajak Warung dan Sejenisnya,2025,,
"410412070006",Pendapatan Denda Pajak Bar dan Sejenisnya,2025,,
"410412070007",Pendapatan Jasa Boga/Katering dan Sejenisnya,2025,,
"41041208",Pendapatan Denda Pajak Hiburan,2025,,
"410412080001",Pendapatan Denda Pajak Tontonan Film,2025,,
"410412080002",Pendapatan Denda Pajak Pagelaran Kesenian/Musik/Tari/Busana,2025,,
"410412080003","Pendapatan Denda Pajak Kontes Kecantikan, Binaraga, dan Sejenisnya",2025,,
"410412080004",Pendapatan Denda Pajak Pameran,2025,,
"410412080005","Pendapatan Denda Pajak Diskotik, Karaoke, Klub Malam, dan Sejenisnya",2025,,
"410412080006",Pendapatan Denda Pajak Sirkus/Akrobat/ Sulap,2025,,
"410412080007",Pendapatan Denda Pajak Permainan Biliar dan Bowling,2025,,
"410412080008","Pendapatan Denda Pajak Pacuan Kuda, Kendaraan Bermotor, dan Permainan Ketangkasan",2025,,
"410412080009","Pendapatan Denda Pajak Panti Pijat, Refleksi, Mandi Uap/Spa, dan Pusat Kebugaran (Fitness Center)",2025,,
"410412080010",Pendapatan Denda Pajak Pertandingan Olahraga,2025,,
"41041209",Pendapatan Denda Pajak Reklame,2025,,
"410412090001",Pendapatan Denda Pajak Reklame Papan/ Billboard/Videotron/Megatron,2025,,
"410412090002",Pendapatan Denda Pajak Reklame Kain,2025,,
"410412090003",Pendapatan Denda Pajak Reklame Melekat/Stiker,2025,,
"410412090004",Pendapatan Denda Pajak Reklame Selebaran,2025,,
"410412090005",Pendapatan Denda Pajak Reklame Berjalan,2025,,
"410412090006",Pendapatan Denda Pajak Reklame Udara,2025,,
"410412090007",Pendapatan Denda Pajak Reklame Apung,2025,,
"410412090008",Pendapatan Denda Pajak Reklame Suara,2025,,
"410412090009",Pendapatan Denda Pajak Reklame Film/Slide,2025,,
"410412090010",Pendapatan Denda Pajak Reklame Peragaan,2025,,
"41041210",Pendapatan Denda Pajak Penerangan Jalan,2025,,
"410412100001",Pendapatan Denda Pajak Penerangan Jalan Dihasilkan Sendiri,2025,,
"410412100002",Pendapatan Denda Pajak Penerangan Jalan Sumber Lain,2025,,
"41041211",Pendapatan Denda Pajak Parkir,2025,,
"410412110001",Pendapatan Denda Pajak Parkir,2025,,
"41041212",Pendapatan Denda Pajak Air Tanah,2025,,
"410412120001",Pendapatan Denda Pajak Air Tanah,2025,,
"41041213",Pendapatan Denda Pajak Sarang Burung Walet,2025,,
"410412130001",Pendapatan Denda Pajak Sarang Burung Walet,2025,,
"41041214",Pendapatan Denda Pajak Mineral Bukan Logam dan Batuan,2025,,
"410412140001",Pendapatan Denda Pajak Asbes,2025,,
"410412140002",Pendapatan Denda Pajak Batu Tulis,2025,,
"410412140003",Pendapatan Denda Pajak Batu Setengah Permata,2025,,
"410412140004",Pendapatan Denda Pajak Batu Kapur,2025,,
"410412140005",Pendapatan Denda Pajak Batu Apung,2025,,
"410412140006",Pendapatan Denda Pajak Batu Permata,2025,,
"410412140007",Pendapatan Denda Pajak Bentonit,2025,,
"410412140008",Pendapatan Denda Pajak Dolomit,2025,,
"410412140009",Pendapatan Denda Pajak Felspar,2025,,
"410412140010",Pendapatan Denda Pajak Garam Batu (Halite),2025,,
"410412140011",Pendapatan Denda Pajak Grafit,2025,,
"410412140012",Pendapatan Denda Pajak Granit/Andesit,2025,,
"410412140013",Pendapatan Denda Pajak Gips,2025,,
"410412140014",Pendapatan Denda Pajak Kalsit,2025,,
"410412140015",Pendapatan Denda Pajak Kaolin,2025,,
"410412140016",Pendapatan Denda Pajak Leusit,2025,,
"410412140017",Pendapatan Denda Pajak Magnesit,2025,,
"410412140018",Pendapatan Denda Pajak Mika,2025,,
"410412140019",Pendapatan Denda Pajak Marmer,2025,,
"410412140020",Pendapatan Denda Pajak Nitrat,2025,,
"410412140021",Pendapatan Denda Pajak Opsidien,2025,,
"410412140022",Pendapatan Denda Pajak Oker,2025,,
"410412140023",Pendapatan Denda Pajak Pasir dan Kerikil,2025,,
"410412140024",Pendapatan Denda Pajak Pasir Kuarsa,2025,,
"410412140025",Pendapatan Denda Pajak Perlit,2025,,
"410412140026",Pendapa`tan Denda Pajak Phospat,2025,,
"410412140027",Pendapatan Denda Pajak Talk,2025,,
"410412140028",Pendapatan Denda Pajak Tanah Serap (Fullers Earth),2025,,
"410412140029",Pendapatan Denda Pajak Tanah Diatome,2025,,
"410412140030",Pendapatan Denda Pajak Tanah Liat,2025,,
"410412140031",Pendapatan Denda Pajak Tawas (Alum),2025,,
"410412140032",Pendapatan Denda Pajak Tras,2025,,
"410412140033",Pendapatan Denda Pajak Yarosif,2025,,
"410412140034",Pendapatan Denda Pajak Zeolit,2025,,
"410412140035",Pendapatan Denda Pajak Basal,2025,,
"410412140036",Pendapatan Denda Pajak Trakit,2025,,
"410412140037",Pendapatan Denda Pajak Mineral Bukan Logam dan Batuan Lainnya,2025,,
"41041215",Pendapatan Denda Pajak Bumi dan Bangunan Perdesaan dan Perkotaan (PBBP2),2025,,
"410412150001",Pendapatan Denda PBBP2,2025,,
"41041216",Pendapatan Denda Bea Perolehan Hak atas Tanah dan Bangunan (BPHTB),2025,,
"410412160001",Pendapatan Denda BPHTB-Pemindahan Hak,2025,,
"410412160002",Pendapatan Denda BPHTB-Pemberian Hak Baru,2025,,
"410413",Pendapatan Denda Retribusi Daerah,2025,PDR,"201"
"41041301",Pendapatan Denda Retribusi Jasa Umum,2025,,
"410413010001",Pendapatan Denda Retribusi Pelayanan Kesehatan,2025,,
"410413010002",Pendapatan Denda Retribusi Pelayanan Persampahan/Kebersihan,2025,,
"410413010003",Pendapatan Denda Retribusi Pelayanan Pemakaman dan Pengabuan Mayat,2025,,
"410413010004",Pendapatan Denda Retribusi Pelayanan Parkir di Tepi Jalan Umum,2025,,
"410413010005",Pendapatan Denda Retribusi Pelayanan Pasar,2025,,
"410413010006",Pendapatan Denda Retribusi Pengujian Kendaraan Bermotor,2025,,
"410413010007",Pendapatan Denda Retribusi Pemeriksaan Alat Pemadam Kebakaran,2025,,
"410413010008",Pendapatan Denda Retribusi Penggantian Biaya Cetak Peta,2025,,
"410413010009",Pendapatan Denda Retribusi Penyediaan dan/atau Penyedotan Kakus,2025,,
"410413010010",Pendapatan Denda Retribusi Pengolahan Limbah Cair,2025,,
"410413010011",Pendapatan Denda Retribusi Pelayanan Tera/Tera Ulang,2025,,
"410413010012",Pendapatan Denda Retribusi Pelayanan Pendidikan,2025,,
"410413010013",Pendapatan Denda Retribusi Pengawasan dan Pengendalian Menara Telekomunikasi,2025,,
"41041302",Pendapatan Denda Retribusi Jasa Usaha,2025,,
"410413020001",Pendapatan Denda Retribusi Pemakaian Kekayaan Daerah,2025,,
"410413020002",Pendapatan Denda Retribusi Pasar Grosir dan/atau Pertokoan,2025,,
"410413020003",Pendapatan Denda Retribusi Tempat Pelelangan,2025,,
"410413020004",Pendapatan Denda Retribusi Terminal,2025,,
"410413020005",Pendapatan Denda Retribusi Tempat Khusus Parkir,2025,,
